T01n0001    長阿含經【後秦 佛陀耶舍共竺佛念譯】
X25n0498    2  金剛經正解【清 龔穊綵註】
X25n0499    8  金剛經法眼懸判疏鈔【清 性起述】
X25n0500    2  金剛經法眼註疏【清 性起述】
X25n0501    2  金剛經如是經義【清 行敏述】
X25n0502    2  金剛經註講【清 行敏述】
X25n0503    1  金剛經注解【清 孚佑帝君註解】
X25n0504    2  金剛經彙纂【清 孫念劬纂】
X25n0505    2  金剛經心印疏【清 溥畹述】
X25n0506    2  金剛經注【清 俞樾註】
X25n0507    1  金剛經訂義【清 俞樾著】
X25n0508    2  金剛經闡說【清 存吾闡說】
X25n0509    2  金剛經解義【清 徐槐廷述】
X25n0510    2  金剛經易解【清 謝承謨註釋】
X26n0513    3  仁王經合疏【隋 智顗說　灌頂記　明 道霈合】
X26n0514    1  仁王經疏會本【隋 智顗說　灌頂記　清 成蓮合】
X26n0515    1  仁王經科疏科文【明 真貴述】
X26n0516    1  仁王經科疏懸談【明 真貴述】
X26n0517    5  仁王經科疏【明 真貴述】
X26n0519    6  仁王經疏法衡鈔【唐 遇榮集】
X26n0520    4  仁王經疏【宋 淨源撰集】
X26n0521    1  般若心經疏【唐 慧淨作】
X26n0522    1  般若心經疏【唐 靖邁撰】
X26n0524    1  般若心經幽贊添改科【宋 守千添改】
X26n0525    3  般若心經幽贊崆峒記【宋 守千集】
X26n0526    1  般若心經註【中天竺 提婆註】
X26n0528    1  般若心經略疏【唐 明曠述】
X26n0529    1  般若心經疏【宋 智圓述】
X26n0530    1  般若心經疏詒謀鈔【宋 智圓撰】
X26n0531    3  般若心經略疏顯正記【唐 法藏疏　宋 仲希說】
X26n0532    2  般若心經略疏小鈔【明 錢謙益集】
X26n0533    1  般若心經三注【唐 慧忠著　宋 道楷．懷琛述】
X26n0534    1  般若心經注【宋 道隆述】
X26n0535    1  般若心經解義節要【明 宋濂文句】
X26n0536    1  般若心經注解【明 真可撰】
X26n0537    1  般若心經直談【明 真可撰】
X26n0538    1  般若心經要論【明 真可說】
X26n0539    1  般若心經說【明 真可說】
X26n0540    1  般若心經釋義【明 謝觀光釋】
X26n0541    1  般若心經釋疑【明 謝觀光釋】
X26n0542    1  般若心經直說【明 德清述】
X26n0543    1  般若心經提綱【明 李贄撰】
X26n0544    1  般若心經釋略【明 林兆恩撰】
X26n0545    1  般若心經概論【明 林兆恩撰】
X26n0546    1  般若心經說【明 洪恩述】
X26n0547    1  般若心經註解【明 諸萬里註】
X26n0548    1  般若心經斲輪解【明 通容述】
X26n0549    1  般若心經正眼【明 大文述】
X26n0550    1  般若心經開度【明 弘麗著】
X26n0551    1  般若心經發隱【明 正相解】
X26n0552    1  般若心經際決【明 大慧釋】
X26n0553    1  般若心經添足【明 弘贊述】
X26n0554    1  般若心經貫義【明 弘贊述】
X26n0555    1  般若心經釋要【明 智旭述】
X26n0556    1  般若心經小談【明 觀衡述】
X26n0557    1  般若心經一貫疏【明 益證疏】
X26n0558    1  般若心經指掌【明 元賢述】
X26n0559    1  般若心經事觀解【清 續法述】
X26n0560    1  般若心經理性解【清 續法述】
X26n0561    1  般若心經大意【清 王起隆述】
X26n0562    1  般若心經解【清 徐昌治解】
X26n0563    1  般若心經請益說【清 道霈說】
X26n0564    1  般若心經註疏【清 仲之屏纂註】
X26n0565    1  般若心經論【清 圅昰撰】
X26n0566    1  般若心經彙纂【清 孫念劬纂】
X26n0567    1  般若心經如是經義【清 行敏述】
X26n0568    1  般若心經註講【清 行敏述】
X26n0569    1  般若心經句解易知【清 王澤泩註解】
X26n0570    1  般若心經解義【清 徐槐廷解義】
X26n0571    1  般若心經註解【清 敬止撰】
X26n0572    1  般若心經易解【清 謝承謨註釋】
X26n0573    1  般若心經註解【清 大顛祖師註解】
X26n0574    1  般若心經註解【明 何道全註】
X26n0575    2  般若心經註解【】
X26n0576    1  般若心經註解【清 孚佑帝君註解】
X27n0577    2  法華經疏【宋 竺道生撰】
X27n0582    3  法華統略【胡 吉藏撰】
X27n0583    1  法華經大意【唐 湛然述】
X27n0584   16  法華三大部科文【唐 湛然述】
X28n0585   20  法華經三大部讀教記【宋 法照撰】
X28n0586   14  法華經三大部補注【宋 從義撰】
X28n0587    2  大部妙玄格言【宋 善月述】
X28n0588    4  法華經玄籤備撿【宋 有嚴述】
X28n0589    2  法華經玄義節要【明 智旭節】
X28n0590    1  法華經玄義輯略【明 傳燈錄】
X28n0591    1  法華經釋籤緣起序指明【清 靈耀述】
X28n0592   10  法華經玄籤證釋【清 智銓述】
X28n0593   10  法華經文句輔正記【唐 道暹述】
X29n0594    6  法華經疏義纘【唐 智度述】
X29n0595    2  妙經文句私志諸品要義【唐 智雲述】
X29n0596   14  妙經文句私志記【唐 智雲撰】
X29n0597    4  法華經文句記箋難【宋 有嚴箋】
X29n0598    3  法華經文句格言【宋 善月述】
X29n0599    7  法華經文句纂要【清 道霈纂要】
X30n0600   12  法華經入疏【宋 道威入注】
X30n0601    1  法華經要解科【】
X30n0602    7  法華經要解【宋 戒環解】
X30n0603    7  法華經合論【宋 慧洪造　張商英撰】
X30n0604    8  法華經句解【宋 聞達解】
X30n0605   10  法華經科註【宋 守倫註　明 法濟參訂】
X31n0606    8  法華經科註【元 徐行善科註】
X31n0607    7  法華經科註【明 一如集註】
X31n0608    7  法華經知音【明 如愚著】
X31n0609    3  法華經大意【明 無相說】
X31n0610    1  法華經擊節【明 德清述】
X31n0611    7  法華經通義【明 德清述】
X31n0612    2  法華經精解評林【明 焦竑纂】
X31n0613    1  法華經意語【明 圓澄說　明海重訂】
X31n0614    7  法華經大窾【明 通潤箋】
X32n0615    1  法華經綸貫【明 智旭述】
X32n0616    7  法華經會義【明 智旭述】
X32n0617    7  法華經卓解【清 徐昌治著】
X32n0618    1  法華經大成科【清 際慶排錄】
X32n0619    9  法華經大成【清 大義集】
X32n0620    1  法華經大成音義【清 淨昇集】
X32n0621    1  法華經授手〔卷首〕【清 智祥集】
X32n0622    1  法華經授手科【清 智祥排】
X32n0623   10  法華經授手【清 智祥集】
X33n0624    1  法華經演義科【清 廣和標科】
X33n0625    7  法華經演義【清 一松講錄　廣和編定】
X33n0626    1  法華經科拾懸談卷首【清 佛閑立科　智一拾遺】
X33n0627    1  法華經科拾科【清 佛閑立科　智一重訂】
X33n0628    7  法華經科拾【清 佛閑立科　智一拾遺】
X33n0629    1  法華經指掌疏科文【清 通理述】
X33n0630    1  法華經指掌疏懸示【清 通理述】
X33n0631    7  法華經指掌疏【清 通理述】
X33n0632    1  法華經指掌疏事義【清 通理述】
X33n0633    1  法華經為為章【唐 窺基撰】
X34n0636    4  法華經玄贊攝釋【唐 智周撰】
X34n0637    2  法華經玄贊決擇記【唐 崇俊撰　法清集疏】
X34n0638   31  法華經玄贊要集【唐 栖復集】
X34n0639    1  法華經玄贊釋【】
X35n0640    1  觀音經玄義記會本科【】
X35n0641    1  觀音經玄義記條箇【】
X35n0642    4  觀音經玄義記會本【隋 智顗說　宋 知禮述】
X35n0643    1  觀音經義疏記會本科【】
X35n0644    1  觀音經義疏記條箇【】
X35n0645    4  觀音經義疏記會本【隋 智顗說　宋 知禮述】
X35n0646    1  觀音經普門品重頌【宋 遵式述】
X35n0647    1  觀音經普門品膚說【清 靈耀說】
X35n0648    1  高王觀音經註釋【清 周上智錄出】
X35n0649    1  普賢觀經義疏科【】
X35n0650    2  普賢觀經義疏【宋 本如述　處咸續解　日本 亮潤分會】
X35n0651    4  金剛三昧經注解【明 圓澄註】
X35n0652   12  金剛三昧經通宗記【清 寂震述】
X36n0656    2  涅槃經玄義文句【隋 灌頂撰　唐 道暹撰　日本 守篤分會】
X36n0657   10  涅槃經治定疏科【宋 智圓撰】
X36n0658    3  涅槃經會疏條箇【】
X36n0659   36  涅槃經會疏【隋 灌頂撰　唐 湛然再治　日本 本純分會】
X37n0660   12  涅槃經疏私記【唐 行滿集】
X37n0661    9  涅槃經疏私記【唐 道暹述】
X37n0662   19  涅槃經疏三德指歸【宋 智圓述】
X37n0663    1  科南本涅槃經【元 師正排科　可度重訂】
X37n0664    1  涅槃經會疏解【元 師正分科　明 圓澄會疏】
X37n0665    1  遺教經補註【宋 守遂註　明 了童補註】
X37n0666    1  遺教經解【明 智旭述】
X37n0669    1  四十二章經註【明 守遂註　明 了童補註】
X37n0670    1  四十二章經解【明 智旭著】
X37n0671    5  四十二章經疏鈔【清 續法述】
X37n0672    1  八大人覺經略解【明 智旭解】
X37n0673    1  八大人覺經疏【清 續法述】
X37n0674   14  閱經十二種【清 淨挺著】
X37n0675    3  佛祖三經指南【明 道霈述】
X38n0676    2  梵網菩薩戒經義疏【隋 智顗說　唐 灌頂記】
X38n0678    3  梵網菩薩戒經疏註【宋 與咸(入疏箋經加註釋疏)】
X38n0679    5  梵網菩薩戒經義疏發隱【明 袾宏發隱】
X38n0680    1  梵網菩薩戒經義疏發隱事義【明 袾宏述】
X38n0681    1  梵網菩薩戒經義疏發隱問辯【明 袾宏述】
X38n0682    2  梵網經記【唐 傳奧述】
X38n0683    1  梵網經菩薩戒本私記【新羅 元曉造】
X38n0686    2  梵網經菩薩戒本述記【唐 勝莊撰】
X38n0687    2  梵網經菩薩戒本疏【唐 知周撰】
X38n0690    1  梵網經菩薩戒疏【唐 法銑撰】
X38n0691    3  梵網經菩薩戒注【宋 慧因註】
X38n0692    1  菩薩戒疏隨見錄【明 今釋造】
X38n0693    1  梵網經玄義【明 智旭述　道昉訂】
X38n0694    7  梵網經合註【明 智旭註　道昉訂】
X38n0695    8  梵網經菩薩戒略疏【明 弘贊述】
X38n0696    1  半月誦菩薩戒儀式註【明 弘贊注】
X38n0697    2  梵網經直解【明 寂光直解】
X38n0698    1  梵網經直解事義【】
X39n0699    2  梵網經順硃【清 德玉順硃】
X39n0700    8  梵網經菩薩戒初津【清 書玉述】
X39n0702    1  菩薩戒本箋要【明 智旭箋】
X39n0703    1  菩薩戒羯磨文釋【明 智旭釋】
X39n0704    3  地持論義記【隋 慧遠述】
X39n0705    1  瓔珞本業經疏【新羅 元曉撰】
X39n0706    1  十善業道經節要【清 蕅益編訂】
X39n0707    1  新刪定四分僧戒本【唐 道宣刪定】
X39n0708    2  毗尼珍敬錄【明 廣承輯錄　智旭會補】
X39n0709   16  毗尼止持會集【清 讀體集】
X39n0712    1  四分律含注戒本疏發揮記【宋 允堪述】
X39n0713    4  四分律含注戒本疏科【宋 元照錄】
X39n0714    3  四分律含注戒本疏行宗記(第1卷-第3卷)【唐 道宣撰　宋 元照述　日本 即靜分會】
X40n0714    2  四分律含注戒本疏行宗記(第3卷-第4卷)【唐 道宣撰　宋 元照述】
X40n0715    1  釋四分戒本序【宋 道言述】
X40n0716    1  四分戒本緣起事義【明 廣莫輯錄】
X40n0717   12  四分戒本如釋【明 弘贊繹】
X40n0718    4  四分戒本約義【明 元賢述】
X40n0719   17  重治毗尼事義集要【明 智旭輯繹】
X40n0720   16  毗尼關要【清 德基輯】
X40n0721    1  毗尼關要事義【清 德基輯】
X40n0722    1  四分刪定比丘尼戒本【宋 元照重定】
X40n0723    1  四分比丘尼鈔科【宋 允堪述】
X40n0724    3  四分比丘尼鈔【唐 道宣述】
X40n0725    1  式叉摩那尼戒本【明 弘贊輯】
X40n0726    8  四分律隨機羯磨疏正源記【宋 允堪述】
X41n0727    4  四分律刪補隨機羯磨疏科【宋 元照錄】
X41n0728    4  四分律刪補隨機羯磨疏濟緣記【唐 道宣疏　宋 元照述　日本 禪能合會】
X41n0729    1  羯磨經序解【宋 則安述】
X41n0730   15  毗尼作持續釋【唐 道宣撰集　清 讀體續釋】
X41n0731   10  四分律疏【唐 法礪撰述】
X41n0732    3  四分律搜玄錄【唐 志鴻撰述】
X42n0733    8  四分律疏飾宗義記【唐 定賓作】
X42n0734    1  四分律疏【唐 智首撰】
X42n0735   10  四分律開宗記【唐 懷素撰】
X42n0736   14  四分律行事鈔批【唐 大覺撰】
X43n0737   17  四分律行事鈔簡正記【後唐 景霄纂】
X43n0738    3  四分律行事鈔科【宋 元照錄】
X44n0740    1  資持記序解并五例講義【宋 則安述】
X44n0741    1  行事鈔諸家記標目【宋 慧顯集　日本 戒月改錄】
X44n0742    1  資持記立題拾義【宋 道標出】
X44n0743    3  毗尼討要【唐 玄惲纂】
X44n0744   40  四分律名義標釋【明 弘贊輯】
X44n0745    1  四分律藏大小持戒犍度略釋【明 智旭釋】
X44n0746    1  四分律拾毗尼義鈔科【宋 元照錄】
X44n0747    2  四分律拾毗尼義鈔【唐 道宣撰】
X44n0748    6  四分律拾毗尼義鈔輔要記【宋 允堪述】
X44n0749    1  佛說齋經科註【明 智旭科註】
X44n0750    2  佛說目連五百問經略解【明 性祇述】
X44n0751    2  佛說目連五百問戒律中輕重事經釋【明 永海述】
X45n0753    4  十地經論義記【隋 慧遠撰】
X45n0754    1  起信論一心二門大意【陳 智愷作】
X45n0755    1  起信論義疏【隋 曇延撰】
X45n0759    2  起信論同異集【唐 見登集】
X45n0762    2  起信論纂註【明 真界纂註】
X45n0763    2  起信論捷要【明 正遠註】
X45n0764    2  起信論續疏【明 通潤述疏】
X45n0765    2  大乘起信論疏略【唐 法藏造疏　明 德清纂略】
X45n0766    2  起信論直解【明 德清述】
X45n0767    1  起信論疏記會閱卷首【】
X45n0768   10  起信論疏記會閱【清 續法會編】
X45n0770    1  釋摩訶衍論記【唐 聖法鈔】
X45n0771    2  釋摩訶衍論疏【唐 法敏集】
X45n0772    5  釋摩訶衍論贊玄疏【宋 法悟撰】
X46n0773    1  釋摩訶衍論科【宋 普觀治定】
X46n0774    6  釋摩訶衍論記【宋 普觀述】
X46n0775    4  釋摩訶衍論通玄鈔【遼 志福撰】
X46n0776    4  大宗地玄文本論略註【清 楊文會略註】
X46n0777    1  金剛頂菩提心論略記【唐 遍滿撰】
X46n0784    7  大乘四論玄義【唐 均正撰】
X46n0786    1  大乘法界無差別論疏領要鈔科【宋 普觀錄】
X46n0787    2  大乘法界無差別論疏領要鈔【宋 普觀述】
X46n0788    1  掌珍論疏【】
X46n0790    1  法華經論述記【唐】
X46n0791    7  大智度論疏【南北朝 慧影抄撰】
X47n0794    1  瑜伽論劫章頌【唐 窺基撰】
X48n0796   10  雜集論述記【唐 窺基撰】
X48n0797    1  中邊分別論疏【新羅 元曉撰】
X48n0799    3  百法論顯幽鈔【宋 從芳述】
X48n0802    1  百法明門論論義【明 德清述】
X48n0803    1  百法明門論纂【明 廣益纂釋】
X48n0804    1  百法明門論贅言【唐 窺基解　明 明昱贅言】
X48n0805    1  百法明門論直解【明 智旭解】
X48n0806    2  成唯識論料簡【唐 窺基撰】
X48n0808    4  成唯識論別抄【唐 窺基撰】
X49n0810    1  成唯識論掌中樞要記【唐 智周述】
X49n0812    1  成唯識論了義燈記【唐 智周撰】
X49n0814    5  成唯識論義蘊【唐 道邑撰】
X49n0815   12  成唯識論疏義演【唐 如理集】
X50n0816    1  成唯識論演秘釋【唐 如理撰】
X50n0817    1  註成唯識論【】
X50n0818    7  成唯識論學記【新羅 太賢集】
X50n0819   16  成唯識論疏抄【唐 靈泰撰】
X50n0820   10  成唯識論俗詮【明 明昱俗詮】
X50n0821   10  成唯識論集解【明 通潤集解】
X50n0822    3  成唯識論證義(第1卷-第3卷)【明 王肯堂證義】
X51n0822    7  成唯識論證義(第4卷-第10卷)【明 王肯堂證義】
X51n0823   10  成唯識論自攷【明 大惠錄】
X51n0824   10  成唯識論觀心法要【明 智旭述】
X51n0825    2  成唯識論音響補遺科【清 智素科】
X51n0826   10  成唯識論音響補遺【清 智素補遺】
X51n0827    1  唯識三十論約意【明 明昱約意】
X51n0828    1  唯識三十論直解【明 智旭解】
X51n0830    1  觀所緣緣論會釋【明 明昱會釋】
X51n0831    1  觀所緣緣論直解【明 智旭解】
X51n0832    1  觀所緣緣論釋記【明 明昱錄記】
X51n0833    1  觀所緣緣論釋直解【唐 智旭解】
X53n0836    7  俱舍論疏【唐 神泰述】
X53n0837    1  俱舍論法宗原【唐 普光撰】
X53n0838    1  俱舍論頌疏序記【唐 法盈修】
X53n0839    3  俱舍論頌疏義鈔【唐 慧暉述】
X53n0841   29  俱舍論頌疏記【唐 遁麟述】
X53n0842    2  俱舍論頌疏【某補作】
X53n0843    2  順正理論述文記【唐 元瑜述】
X53n0844    1  異部宗輪論疏述記【唐 窺基記】
X53n0845    1  遺教經論住法記【宋 元照述】
X53n0846    3  遺教經論記【宋 觀復述】
X53n0847    1  因明入正理門論述記【唐 神泰述】
X53n0848    1  因明入正理論疏【唐 文軌述】
X53n0852    1  因明入正理論續疏【唐 慧沼述】
X53n0853    3  因明入正理論疏前記【唐 智周撰】
X53n0854    3  因明入正理論疏後記【唐 智周撰】
X53n0855    1  因明入正理論疏抄【唐 智周撰】
X53n0856    1  因明入正理論解【明 真界集解】
X53n0857    1  因明入正理論集解【明 王肯堂集釋】
X53n0858    1  因明入正理論直疏【明 明昱疏】
X53n0859    1  因明入正理論直解【明 智旭述】
X53n0860    1  判比量論【新羅 元曉述】
X53n0861    1  三支比量義鈔【唐 玄奘立　宋 延壽造　明 明昱鈔】
X53n0862    1  真唯識量略解【明 智旭略解】
X54n0866    2  肇論疏【晉 惠達撰】
X54n0868    1  肇論疏科【宋 遵式排定】
X54n0869    1  夾科肇論序注【宋 曉月注】
X54n0870    6  注肇論疏【宋 遵式述】
X54n0872    3  肇論新疏游刃【宋 文才述】
X54n0873    6  肇論略註【明 德清述】
X54n0876    1  三論略章【隋 吉藏撰】
X54n0878    1  物不遷正量證【明 道衡述】
X54n0879    2  物不遷正量論【明 鎮澄著】
X54n0880    1  物不遷論辯解【明 真界解】
X55n0882    3  大乘法苑義林章補闕【唐 慧沼撰】
X55n0883    2  大乘法苑義林章決擇記【唐 智周撰】
X55n0884    1  表無表章栖翫記【宋 守千述】
X55n0888    2  唯識開蒙問答【元 雲峯集】
X55n0890    1  八識規矩補註證義【明 明昱證義】
X55n0891    1  八識規矩略說【明 正誨略說】
X55n0892    1  八識規矩頌解【明 真可述】
X55n0893    1  八識規矩通說【明 德清述】
X55n0894    1  八識規矩纂釋【明 廣益纂釋】
X55n0895    1  八識規矩直解【明 智旭解】
X55n0896    1  八識規矩淺說【清 行舟說】
X55n0897    1  八識規矩頌注【清 行舟註】
X55n0898    1  八識規矩論義【清 性起論釋　善漳等錄】
X55n0899    1  相宗八要【明 洪恩輯】
X55n0900    1  相宗八要解【明 明昱著】
X55n0901    1  相宗八要直解【明 智旭解】
X55n0902    1  一乘佛性究竟論【唐 法寶述】
X55n0903    1  隨自意三昧【隋 慧思撰】
X55n0904    5  大乘止觀法門宗圓記【宋 了然述】
X55n0905    4  大乘止觀法門釋要【明 智旭述】
X55n0907    1  禪門章【隋 智顗說】
X55n0908    1  禪門要略【隋 智顗出】
X55n0909    2  三觀義【隋 智顗撰】
X55n0911    1  觀心食法【隋 智顗述】
X55n0912    1  觀心誦經法記【隋 智顗說　唐 湛然述】
X55n0913    1  天台智者大師發願文【隋 智顗撰】
X55n0914    1  普賢菩薩發願文【隋 智顗撰】
X55n0915    3  刪定止觀【唐 梁肅述】
X55n0916    1  天台智者大師傳論【唐 梁肅述】
X55n0917    1  止觀科節【唐 法藏撰】
X55n0918    1  止觀記中異義【唐 道邃說　乾淑集】
X55n0919   10  止觀輔行搜要記【唐 湛然述】
X55n0920    4  止觀輔行助覽【宋 有嚴注】
X56n0921    6  摩訶止觀義例纂要【宋 從義撰】
X56n0922    1  摩訶止觀義例科【宋 從義排】
X56n0923    6  摩訶止觀義例隨釋【宋 處元述】
X56n0924    2  摩訶止觀貫義科【明 天溪說　清 靈耀補定】
X56n0925    1  十不二門義【唐 道邃錄出】
X56n0926    2  法華十妙不二門示珠指【宋 源清述】
X56n0927    1  註法華本迹十不二門【宋 宗翌述】
X56n0928    1  十不二門文心解【宋 仁岳述】
X56n0929    1  法華玄記十不二門顯妙【宋 處謙述】
X56n0930    2  十不二門樞要【宋 了然述】
X56n0931    2  十不二門指要鈔詳解【宋 可度詳解　明 正謐分會】
X56n0932    2  金剛錍論私記【唐 明曠記　日本 辯才會】
X56n0933    1  金剛錍科【宋 仁岳撰】
X56n0934    1  金剛錍科【宋 智圓集】
X56n0935    4  金剛錍顯性錄【宋 智圓集】
X56n0936    1  金剛錍論義解【宋 善月述】
X56n0937    3  金剛錍論釋文【宋 時舉釋　明 海眼會】
X56n0938    1  始終心要注【宋 從義注】
X56n0939    3  法華五百問論【唐 湛然述】
X56n0940    1  學天台宗法門大意【唐 行滿述】
X56n0941    1  六即義【唐 行滿述】
X56n0942    6  天台宗未決（附釋疑）【日本 最澄．圓澄．義真．光定．德圓 問　唐 道邃．廣修．維蠲．宗頴 答】
X56n0943    1  法華龍女成佛權實義【宋 源清述】
X56n0944    1  寶雲振祖集【宋 宗曉編】
X56n0946    1  螺溪振祖集【宋 元悟編】
X56n0948    7  四明仁岳異說叢書【宋 繼忠集】
X56n0949   51  閑居編【宋 智圓著】
X57n0950    3  金園集【宋 遵式述　慧觀重編】
X57n0951    3  天竺別集【宋 遵式述　慧觀重編】
X57n0952    1  重編天台諸文類集【宋 如吉編】
X57n0953    1  別傳心法議【宋 戒珠撰】
X57n0954    1  三千有門頌略解【明 真覺略解】
X57n0955    1  復宗集【宋 與咸述】
X57n0956    2  山家義苑【宋 可觀述　智增證】
X57n0957    1  竹菴艸錄【宋 可觀撰】
X57n0958    1  圓頓宗眼【宋 法登述】
X57n0959    1  議中興教觀【宋 法登述】
X57n0960    1  三教出興頌註【宋 宗曉注】
X57n0961    1  施食通覽【宋 宗曉編】
X57n0962    1  不可剎那無此君【宋 義銛述】
X57n0963    1  北峯教義【宋 宗印撰】
X57n0964    4  台宗十類因革論【宋 善月述】
X57n0965    3  山家緒餘集【宋 善月述】
X57n0966    4  台宗精英集【宋 普容集】
X57n0967    2  教觀撮要論【宋】
X57n0968    2  增修教苑清規【元 自慶編述】
X57n0969    2  天台傳佛心印記註【明 傳燈註】
X57n0970    6  性善惡論【明 傳燈註】
X57n0971    1  書【明 克勤著】
X57n0972    3  法界安立圖【明 仁潮錄】
X57n0974    1  教觀綱宗釋義【明 智旭述】
X57n0975    4  隨緣集【清 靈耀著】
X57n0976    3  四教儀集解【宋 從義撰】
X57n0977    2  四教儀備釋【元 元粹述】
X57n0978    1  四教儀集註科【元 蒙潤排定】
X57n0979    1  四教儀集註節義【清 靈耀節】
X57n0980   10  四教儀註彙補輔宏記【清 性權記】
X58n0985    1  華嚴融會一乘義章明宗記【宋 師會述】
X58n0991    1  華嚴經普賢觀行法門【唐 法藏撰】
X58n0993    1  華嚴還源觀科【宋 淨源刊正】
X58n0994    1  華嚴妄盡還源觀疏鈔補解【宋 淨源述】
X58n0995   10  華嚴一乘教義分齊章義苑疏【宋 道亭述】
X58n0996    2  華嚴一乘教義分齊章焚薪【宋 師會錄】
X58n0997    1  華嚴一乘教義分齊章科【宋 師會述】
X58n0998    3  華嚴一乘教義分齊章復古記【宋 師會．善熹述】
X58n0999    1  五教章集成記【宋 希迪述】
X58n1000    1  評復古記【宋 希迪錄】
X58n1004    1  五蘊觀【唐 澄觀述】
X58n1005    1  華嚴心要法門註【唐 宗密述】
X58n1007    1  註華嚴法界觀科文【唐 宗密述】
X58n1008    1  註華嚴法界觀科文【唐 宗豫述】
X58n1010    1  勸發菩提心文【唐 裴休述】
X58n1013    1  華嚴法相槃節【宋 道通述】
X58n1014    1  法界觀披雲集【宋 道通述】
X58n1015    2  圓宗文類【高麗 義天集】
X58n1016    1  註華嚴同教一乘策【宋 師會述　希迪註】
X58n1017    1  註同教問答【宋 師會述　善熹註】
X58n1018    1  評金剛錍【宋 善熹述】
X58n1019    1  辨非集【宋 善熹述】
X58n1020    1  斥謬【宋 善熹書】
X58n1022    1  五相智識頌【宋 佚名撰】
X58n1023    1  華嚴大意【明 善堅撰】
X58n1024    6  賢首五教儀【清 續法集錄】
X58n1025    1  賢首五教儀開蒙【清 續法集】
X58n1026    1  賢首五教斷證三覺揀濫圖【清 續法集】
X58n1027    1  法界宗蓮花章【清 續法集】
X58n1028    1  華嚴鏡燈章【清 續法集】
X58n1029    1  一乘決疑論【清 彭際清述】
X58n1030    1  華嚴念佛三昧論【清 彭際清述】
X58n1031    3  華嚴原人論發微錄【宋 淨源述】
X58n1032    3  華嚴原人論解【元 圓覺解】
X58n1033    2  華嚴原人論合解【元 圓覺解　明 楊嘉祚刪合】
X59n1043    1  看命一掌金【唐 一行著】
X59n1048    1  持咒仙人飛鉢儀軌【唐 不空拔出】
X59n1052    1  成就夢想法【唐 不空述】
X59n1054    1  多利心菩薩念誦法【南天竺 跋折羅菩提集撰】
X59n1069    1  釋迦牟尼如來拔除苦惱現大神變飛空大鉢法【唐 般若傳】
X59n1073    1  金胎兩界師資相承【唐 海雲集】
X59n1074    1  胎金兩界血脈【唐 造玄增補】
X59n1077    3  準提淨業【明 謝于教著】
X59n1078    1  準提心要【明 堯挺撰】
X59n1079    1  持誦準提真言法要【清 弘贊輯】
X59n1080    1  瑜伽集要施食儀軌【明 袾宏重訂】
X59n1081    1  修設瑜伽集要施食壇儀【明 袾宏補註】
X59n1082    1  於密滲施食旨槩【清 法藏著】
X59n1083    2  修習瑜伽集要施食壇儀【清 法藏著】
X59n1084    2  瑜伽燄口註集纂要儀軌【清 寂暹纂】
X59n1085    1  受菩薩戒儀【陳 慧思撰】
X59n1086    1  授菩薩戒儀【唐 湛然述】
X59n1087    1  略授三歸五八戒並菩薩戒【唐 澄照讚】
X59n1088    1  受菩薩戒法【宋 延壽撰】
X59n1094    1  釋門歸敬儀護法記【宋 彥起撰】
X59n1095    3  釋門歸敬儀通真記【宋 了然述　日本 慧光合】
X59n1096    3  淨心誡觀法發真鈔【宋 允堪述　日本 慧光合】
X59n1097    1  釋門章服儀應法記【宋 元照述　日本 良信合】
X59n1098    1  衣鉢名義章【宋 允堪述】
X59n1099    1  新受戒比丘六念五觀法【宋 允堪撰錄】
X59n1100    1  道具賦【宋 元照撰】
X59n1102    1  佛制六物圖辯訛【宋 妙生述】
X59n1103    1  三衣顯正圖【宋 妙生述】
X59n1104    3  芝園遺編【宋 元照錄　道詢集】
X59n1105    2  芝園集【宋 元照作】
X59n1106    1  補續芝園集【宋 元照撰】
X59n1107    3  律宗新學名句【宋 惟顯編】
X59n1108    2  律宗問答【日本 俊艿問　宋 了然．智瑞．妙音答】
X59n1109    3  終南家業【宋 守一述　行枝編】
X60n1110    3  律宗會元【宋 守一集】
X60n1111    1  蓬折直辨【宋 妙蓮撰】
X60n1112    1  蓬折箴【宋 妙蓮撰】
X60n1113   10  律苑事規【元 省悟編述　嗣良參訂】
X60n1114    1  毗尼日用錄【明 性祇述】
X60n1115    1  毗尼日用切要【清 讀體彙集】
X60n1116    2  毗尼日用切要香乳記【清 書玉箋記】
X60n1117    2  沙門日用【清 弘贊編】
X60n1118    2  沙彌律儀要略增註【清 弘贊註】
X60n1119    2  沙彌律儀要略述義【清 書玉科釋】
X60n1120    3  沙彌律儀毗尼日用合參【清 戒顯訂閱　濟岳彙箋】
X60n1121    1  沙彌十戒威儀錄要【明 智旭重輯】
X60n1122    1  沙彌尼律儀要略【清 讀體輯集】
X60n1123    3  在家律要廣集【明 智旭集　清 儀潤．陳熙願增訂】
X60n1124    1  律要後集【明 智旭集】
X60n1125    3  律學發軔【明 元賢述】
X60n1126    2  弘戒法儀【明 法藏輯】
X60n1127    1  傳授三壇弘戒法儀【明 法藏撰集　清 超遠檢錄】
X60n1128    4  傳戒正範【清 讀體撰】
X60n1129    3  歸戒要集【清 弘贊輯】
X60n1130    1  八關齋法【清 弘贊輯】
X60n1131    1  比丘受戒錄【清 弘贊述】
X60n1132    1  比丘尼受戒錄【清 弘贊述】
